institute,field,why,expectations,level,advice,rating_value,expectations_grade,level_grade,predictions
בן גוריון,הנדסת תעשייה וניהול,כי אני מאוד מתחברת לתחומי המדעים המדוייקים ומצד שני רציתי משהו שעוסק בניהול... זה התלבש בול...,כן..,"המון פעמים אין מקומות בשיעור, רוב המתרגלים בסדר.. המרצים פחות",לקחת הכל בפרופורציה. את רוב הדברים לומדים במהלך תקופת המבחנים אז אפילו אם הסמסטר לחוץ בסופו של דבר הכל מתבהר בתקופת מבחנים,7,1.0,1.0,7
בן גוריון,הנדסת תעשייה וניהול,"כמו כל מי שלומד תעשייה וניהול... לא ידעתי מה לבחור, אני ריאלית, וזה מקצוע שאמור לפתוח דלתות לכל מיני עבודות שאמורות להיות מעניינות + לא היה שום דבר אחר שרציתי ללמוד...","לא חשבתי שהלימודים יהיו עד כדי כך משעממים. לא ידעתי שהיחס לסטודנטים במחלקה ע""י סגל המחלקה כל כך לא נעים.","במהלך הסמסטר ברוב הקורסים - דפי העבודה והתירגולים הם מתקופת הקמת האוניברסיטה... לא מחדשים אותם בהתאם להעלאת הרמה בקורסים. העלאת רמה מבחינת המחלקה - היא פשוט לתת מבחן קשה... מבלי לתקף את זה בתירגולים על רמה ותרגילי בית ועבודות על רמה. עם זאת, רוב המתרגלים ","שיתכוננו לכך שזה לא תיכון, ושזה לא קל. שינצלו את שנה א' לבלות כמה שיותר ולהינות מהחיים ולהכיר את החברים מהכיתה. זאת השנה הכי קלה - ואם מנצלים אותה לבילויים - יש כח לשאר השנים...שיקחו את הציונים בפרופורציות ושימצאו התנדבות שהם אוהבים ויעשו אותה מכל הלב בב""ש.",6,1.0,1.0,6
בן גוריון,הנדסת תעשייה וניהול,"המלצות מאנשים קרובים, מסלול מגוון ומאפשר הרבה התפתחות",המסלול אכן מאוד מגוון אבל הרבה יותר אינטנסיבי ממה שחשבתי,"רוב המתרגלים הם מקצועיים, ומוכנים להקשיב ולעזור","תלמדו במקום אחר, בבן גוריון התואר קשה יותר ומשתלם פחות, מבחינת ממוצע וכו'",7,5.0,10.0,7
בן גוריון,הנדסת תעשייה וניהול,"ידעתי שאני רוצה הנדסה, אבל ידעתי איזו. בחרתי במסלול זה כי הוא פותח מגוון אפשרויות עבודה.",אני עדין לא בטוחה שזו אכן המקצוע בשבילי. מצד שני אני לא מעוניינת בשום הנדסה אחרת.,"ישנם הרצאות/תרגולים עמוסים, אך לומדים להסתדר עם זה. בסה""כ ברוב המוחלט של הקורסים אפשר להצליח אם עושים את כל המטלות ומגיעים לרוב ההרצאות והתרגולים.","החלק המתמטי וכן התכנותי מהווים חלק ניכר בתואר, במיוחד בבן גוריון - כדאי לדעת את זה, ולהיות מוכנים.
מומלץ לדבר עם בוגרים או סטודנטים בשנים מתקדמות כדי לנסות להבין את אופי הלימודים והמקצוע, והאם הוא תואם את הציפיות. בכל מקרה, תמיד אפשר לעבור למסלול אחר גם לאחר תחילת הלימודים.",8,9.0,5.0,8
בן גוריון,הנדסת תעשייה וניהול,"מבין כל ההנדסות , תעו""נ הכי דיברה אליי והכי פותחת בפניי עולם מגוון של משרות ותעסוקה",לא הייתי ממליצה על אוניברסיטת בן גוריון!!!!!,רמה גבוה מידי!,"ההצעה הכי טובה שלי היא לא להתקרב ללמוד תעו""נ בבן גוריון... ת""א נחשבת לא פחות ורמת הלימודים שם הרבה יותר נמוכה (מחברים קרובים שלומדים אליי במקביל), מכללת שנקר לימודים לא קשים וגם נחשבת בשוק.
אין טעם לסבול במהלך התואר ולעבור קורסים בשיניים כשאפשר להצליח במקום אחר לא פחות טוב!",10,1.0,10.0,10
בן גוריון,הנדסת תעשייה וניהול,נשמע מעניין,התואר מתאים לי מאוד,רמת לימודים נמוכה,להיות מוכנים לעבוד קשה. ושזה לא תמיד הכי מעניין.,4,10.0,5.0,8
בן גוריון,הנדסת תעשייה וניהול,הוריי גם למדו תחום זה,"עמוס, לא ממוקד, התכנים לא כל כך מעניינים.","התרגולים טובים, מתרגלים בדרך כלל טובים אך גם כאן יש יוצא מן הכלל. כמות סטודנטים גדולה מידיי, בכל תרגול 40 איש.",לחסוך הרבה כסף לפני כדי שתוכלו להתרכז רק בלימודים ולא תדאגו לכסף. הלימודים ממש קשים ממליץ בחום לעשות קורסי קיץ על מנת להקל בעומס,7,1.0,8.0,7
בן גוריון,הנדסת תעשייה וניהול,בעקבות ייעוץ תעסוקתי שתאם את נטיותיי,"אני מרוצה מהרוב המוחלט של הקורסים.
עבור קורסים בודדים - לדעתי הנושאים חשובים, אך הקורסים אינם בנויים בצורה מיטבית מבחינת אופן ההעברה או דרישות הקורס.","רמת המתרגלים גבוהה ורובם משקיעים באופן ניכר. כמות הסטודנטים המתוכננת בהרצאה הינה טובה, אך הכמות בפועל (הנובעת לעיתים משעות יותר אטרקטיביות) מקשה מאוד.","להבין שמדובר בתואר הנדסי והלימודים לא קלים והם מאוד עמוסים. ועם זאת, התואר מעניין, מאתגר, מספק לרוב ונהנים הרבה ביחד.",8,7.0,5.0,8
בן גוריון,הנדסת תעשייה וניהול,רציתי ללכת במסלול זה כי זה המסלול שנראה לי הכי מעניין מבין כל ההנדסות.,"כן לזה ציפיתי, והמסלול ענה על הציפיות שלי.","התרגולים בד""כ מאד עוזרים, נגיד כי התרגולים לא עוזרים להבנת החומר הנלמד. כמות סטודנטים בהרצאה תלוי בהרבה גורמים: שנה בתואר, מרצה, מקצוע, וכדומה.","סטודנט לתעשייה וניהול נוגע בהמון תחומים (הנדסת חשמל, מכונות, מערכות מידע) וצריך לאהוב ולהתחבר להרבה דברים ולא למשהו מסוג אחד.",8,10.0,4.0,8
בן גוריון,הנדסת תעשייה וניהול,אוהבת לעבוד עם אנשים ומאוד ריאלית בחשיבה.,"לא היה ברור בתחילה מה פירוש התואר. אך הוא התברר כשונה לגמרי ממה שציפיתי ועם זאת, מאתגר ומפתח חשיבה במיוחד.","רמת הקורסים מאוד גבוהה. הכלים הנלמדים הם מאוד מועילים גם ל""חיים האמיתיים"". החשיבה מתפתחת באופן יוצא מן הכלל.","ללמוד איך ללמוד למבחנים. לא להלחץ זה נראה תואר מאיים. להשקיע במקומות הנכונים. ללמוד לענות על מבחנים- ללמוד מה הבודקים רוצים לראות שאתה יודע במבחן, את ההבנה ולאו דווקא שחישבת הכי נכון (תלוי במרצה).",9,9.0,10.0,9
בן גוריון,הנדסת תעשייה וניהול,מתוך עניין,קורסים מיותרים,רמה גבוהה,"לבצע בדיקה טובה במוסדות לגבי המחלקה עצמה מבחינת גודל ויחס, בדיקה של המסלול הנלמד והשוואה בין המוסדות ולבסוף לבצע שקלול של הכל כולל עלויות בכל איזור.",7,1.0,10.0,7
בן גוריון,הנדסת תעשייה וניהול,"אני אדם מאוד ריאלי, ותמיד עיניין אותי לשפר ולייעל תהליכים, במיוחד תוך שילוב של מערכות מידע ממוחשבות.",מאוד מעניין ומאוד מאתגר,רמת הלימודים מאוד גבוהה. רוב המתרגלים הינם מקצועיים ועזרו מאוד. יש מקום לצמצם קצת את מספר הסטודנטים בכיתה.,"אם זה מעניין אתכם.. תלמדו את זה! מאוד שימושי, מאוד יעיל, ומאוד נחמד..",9,10.0,10.0,9
בן גוריון,הנדסת תעשייה וניהול,רציתי משהו שמשלב ידע ועבודה מול אנשים,"המסלול משלב קצת מכל תחום , קצת מתכנות קצת ממערכות מידע וקצת מכל דבר אני מקווה שזה יאפשר לי להיכנס לתחום עבודה מעניין ומאתגר","רוב המתרגלים והמרצים ברמה מספקת , ישנה האווירה שמנסים להיכנס בך וחבל לצערי בהרצאות יש הרבה סטודנטים ולפעמים אין מקום",לשבת על התחת זה לא מילה גסה לפעמים זה גם עוזר,7,10.0,1.0,7
בן גוריון,הנדסת תעשייה וניהול,"הייתי מעוניין ללמוד הנדסה, והנדסת תעשיה וניהול מאפשרת את המגוון הרחב ביותר של תחומים בהם ניתן לעסוק",התואר נותן כלים במגוון גדול מאוד של תחומים,מתרגלים לרוב טובים מאוד. לעיתים יש תרגולים מפוצצים בגלל שהכי נוחים מבחינת השעות במערכת,"מי שרוצה באמת להרגיש מחוץ לבית של ההורים, בואו לב""ש",7,8.0,4.0,7
בן גוריון,הנדסת תעשייה וניהול,לא ממש ידעתי מה אני רוצה ללמוד. אבל ידעתי שאני רוצה משהו פרקטי ובתחום ההנדסה ולא רציתי להתקבע על הנדסה ספציפית כמו חשמל או מכונות. הבנתי שתעשייה וניהול הוא תחום שפתוח להרבה כיוונים.,לא ממש היו לי צפיות מוגדרות ולכן כמעט כל דבר היה עונה עליהן. מבחינת הגיוון הוא ענה על הציפיות בצורה מלאה.,"בשנה א' ההרצאות והתרגולים היו מפוצצים ברמה מוגזמת. בשנה ב' זה כבר די עובר. בשנים האחרונות יש מגמה שרמת המבחן היא הרבה מעל לרמה שבה הקורס הועבר, כדאי לדעת..","קחו את התואר בקלות, ותשתדלו לא להיכשל בקורסים חוסמים, כי זה דבר שעלול להיות מאוד מבאס ולעלות לכם בתוספת שנה לתואר.",5,10.0,1.0,5
